asn,handle,description
270667,OMEGA-TECH-INTERNET,"Omega Tech Internet"
270668,NET-TELECOM,"@NET TELECOM LTDA"
270669,ATTENTO-NET-TELECOM,"ATTENTO NET TELECOM"
270670,WEBNET-INTERNET,"WEBNET INTERNET"
270671,MELO-OLIVEIRA-INFORMATICA,"Melo Oliveira Informática Ltda ME"
270672,MP-INFORMATICA,"MP INFORMATICA LTDA"
270673,IMPACTO-INTERNET,"IMPACTO INTERNET LTDA"
270674,WEBFIBER-TELECOM,"WebFiber Telecom"
270675,QUALITI-INTERNET,"QUALITI INTERNET"
270676,A-M-SOUZA-ARAGAO,"A M DE SOUZA ARAGAO"
270677,TEK-TELECOM,"TEK TELECOM LTDA"
270678,WBG-INFORMATICA-TELECOMUNICACOES,"W.B.G INFORMATICA E TELECOMUNICACOES EIRELI"
270681,TRIBUNAL-JUSTICA-PARAIBA,"Tribunal de Justiça do Estado da Paraíba"
270682,TORRES-CONECT-TELECOMUNICACOES,"TORRES CONECT TELECOMUNICACOES LTDA"
270683,RFF-TELECOMUNICACOES-CONSULTORIA,"RFF Telecomunicações e Consultoria LTDA"
270684,WEB-KONECT-TELECOM,"WEB KONECT TELECOM DE FRUTAL LTDA"
270685,SUMER-NET-SERVICOS,"SUMER NET SERVICOS DE TELECOMUNICACOES LTDA"
270687,R-TECH-COMUNICACAO,"R. TECH COMUNICACAO MULTIMIDIA E NETWORKS LTDA"
270688,ELISEU-ZVOBOTER,"Eliseu Zvoboter & Cia Ltda - Me"
270689,EDRELIX-SERVICOS-COMUNICACAO,"Edrelix Servicos Comunicacao Eirelli"
270690,EDIVAM-FRANCI-ALVES-EIRELI,"EDIVAM FRANCI ALVES EIRELI"
270691,REVNET-TELECOMUNICACOES-SERVICOS,"REVNET TELECOMUNICACOES E SERVICOS LTDA"
270692,JOSE-CARLOS-GONZAGA,"JOSE CARLOS GONZAGA CARDOSO - ME"
270693,UNIVERSIDADE-FEDERAL-PIAUI,"UNIVERSIDADE FEDERAL DO PIAUI"
270694,BANCO-NACIONAL-DESENVOLVIMENTO,"BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI"
270695,JULIANO-DIVINO-SIQUEIRA,"JULIANO DIVINO SIQUEIRA - ME"
270697,BTEC-TELECOM-EIRELI,"BTEC TELECOM EIRELI"
270699,GLOBAL-NET-TELECOM,"GLOBAL NET TELECOM"
270700,SPEED-FIBRA-NETWORK,"Speed Fibra Network"
270701,JSV-TELECOM-COMUNICACAO,"JSV TELECOM COMUNICAÇÃO EIRELI"
270702,ARAXINGU-TELECOMUNICACOES,"ARAXINGU TELECOMUNICACOES LTDA"
270703,ALLTEC-INTERNET,"ALLTEC INTERNET"
270704,MAIS-NORTE-TELECOM,"MAIS NORTE TELECOM LTDA"
270705,W-F-SANTOS,"W F SANTOS LTDA"
270706,LAN-TELECOM-INTERNET,"LAN TELECOM INTERNET BANDA LARGA LTDA"
270707,LINK-NET-BRASIL,"LINK NET BRASIL TELECOMUNICAÇÕES LTDA"
270708,WEBNET-GLOBAL-TELEFONIA,"WEBNET GLOBAL TELEFONIA E COMUNICACAO EIRELI"
270709,UP-CONECT-PROVEDOR,"UP CONECT PROVEDOR LTDA"
270710,CENTRO-COMPUTACAO-AERONAUTICA,"Centro de Computação da Aeronáutica de Brasília"
270711,CLOUD-TELECOM,"Cloud Telecom LTDA"
270712,TOTAL-FIBRA-INTERNET-EIRELI-I,"TOTAL FIBRA INTERNET EIRELI I"
270713,GUILHERME-PORTUGAL-FREIXO,"GUILHERME PORTUGAL FREIXO ME"
270714,NETFIBRA-MS-COMUNICACAO,"NETFIBRA MS COMUNICACAO LTDA"
270715,TELECOM-SERVICOS-INTERNET,"TELECOM SERVIÇOS DE INTERNET LTDA"
270716,GOVISTA-TELECOMUNICAO-IMPORTACAO,"GOVISTA TELECOMUNICAO IMPORTACAO LTDA"
270717,LUCAS-MORO-GONCALVES,"LUCAS MORO GONCALVES COMUNICACAO MULTIMIDIA EIRELI"
270718,ACSNET-TELECOM,"ACSNET TELECOM"
270719,START-NET-TELECOM,"START NET TELECOM LTDA"
270720,CORREA-LUZ-INTERNET,"CORREA DA LUZ INTERNET LTDA"
270721,3COMNECT-TELECOM,"3COMNECT TELECOM LTDA"
270722,CSONET-TELECOM,"CSONET TELECOM"
270723,POECOM-TELECOM,"Poecom Telecom LTDA"
270724,CLIENTCO-SERVICOS-TELECOMUNICACOES,"CLIENT.CO SERVIÇOS E TELECOMUNICAÇÕES LTDA"
270725,INOVE-TELECOMUNICACOES-SERVICOS,"INOVE TELECOMUNICAÇÕES E SERVIÇOS LTDA"
270726,ULTRALAN-PROVEDOR-INTERNET,"ULTRALAN - PROVEDOR DE INTERNET"
270727,WEB-CONNECT,"Web Connect"
270728,UP-TELECOMUNICACOES-BRASIL,"UP TELECOMUNICAÇÕES DO BRASIL LTDA ME"
270729,CBN-NET,"CBN NET LTDA - ME"
270730,AGILY-TELECOM,"AGILY TELECOM LTDA"
270731,NET-MAIS,"Net Mais LTDA - ME"
270733,NETMAX-TELECOMUNICACOES,"netmax telecomunicacoes ltda"
270734,ATM-SOLUCOES-EM,"ATM SOLUÇÕES EM TECNOLOGIA LTDA"
270735,COMPUTIZE-NETWORK-TELECOMUNICACOES,"COMPUTIZE NETWORK TELECOMUNICACOES LTDA"
270736,MASTERNET-TELECOMUNICACAO,"MASTERNET TELECOMUNICACAO LTDA"
270737,G-G-BRUZARROSCO,"G G BRUZARROSCO SERVIÇOS DE TELECOMUNICACOES LTDA"
270738,R-R-COMERCIO,"R&R comercio de informartica e equipamentos LTDA"
270739,M-G-MORAES,"M A G DE MORAES TELECOMUNICAÇÕES ME"
270740,EASYTECH-TECNOLOGIA-INFORMACAO,"EASYTECH TECNOLOGIA DA INFORMAÇÃO LTDA"
270741,NOSSANET-FORTALEZA,"NossaNeT Fortaleza"
270742,FACIL-INTERNET,"FACIL INTERNET LTDA"
270743,G-L-BARROS,"G L DE BARROS E CIA LTDA ME"
270744,FORTE-TELECOM-SERVICOS,"Forte Telecom Servicos de Comunicacao Multimidia E"
270746,HBC-TELECOM-MULTIMIDIA,"HBC TELECOM MULTIMIDIA LTDA"
270747,WSS-SERVICOS-COMUNICACAO,"WSS SERVICOS DE COMUNICACAO LTDA"
270748,INTERV-TELECOM,"INTERV TELECOM"
270749,VTI-PROVEDOR-INTERNET,"VTI PROVEDOR DE INTERNET E SUP DE INFORMÁTICA ME"
270750,LINK-NET-TELECOM,"Link Net Telecom"
270751,RNET-TELECOM,"RNET TELECOM LTDA ­ ME"
270752,FOCUSTELECOMM-TECNOLOGIA-EM,"Focustelecomm Tecnologia em Telecomunicacoes Ltda"
270753,NAVEX-INTERNET,"NAVEX INTERNET LTDA"
270755,GLOBAL-TELECOMUNICACOES,"GLOBAL TELECOMUNICACOES LTDA"
270756,ILAILDO-SILVA-NASCIMENTO,"ILAILDO SILVA DO NASCIMENTO"
270757,VIP-NET-PROVEDOR,"VIP NET PROVEDOR DE SERVICOS DE INTERNET LTDA"
270758,SPEEDNET,"SPEEDNET LTDA EPP"
270759,FREEDOM-NETWORK,"Freedom Network"
270760,AR-TELECOM,"AR TELECOM LTDA"
270761,JOABE-BOA-SORTE-ALVES-BRAZIL,"JOABE BOA SORTE ALVES BRAZIL"
270763,JDS-TELECOMUNICACAO,"Jds Telecomunicação Me"
270764,ECXON-DATACENTER,"Ecxon Datacenter LTDA"
270765,VIVA-PIXEL-AGENCIA-DIGITAL,"VIVA PIXEL AGENCIA DIGITAL"
270766,UNE-PROVEDOR-INTERNET,"UNE PROVEDOR DE INTERNET LGT61 EIRELI"
270767,LV-CONSULTORIA-EIRELI,"LV Consultoria Eireli"
270768,SS-TELECOM,"SS TELECOM LTDA"
270769,T-OLIVEIRA-FARIAS,"T DE OLIVEIRA FARIAS"
270770,SANASA-SOCIEDADE-ABASTECIMENTO,"Sanasa Sociedade de Abastecimento de Agua e Saneam"
270771,CONDOMIWEB-TECNOLOGIA,"Condomiweb Tecnologia ltda"
270772,UNIAO-NETWORKS-TELECOM,"União Networks Telecom Ltda Me"
270773,A-R-TELECOMUNICACOES,"A & R TELECOMUNICAÇÕES LTDA"
270775,C-M-FERREIRA-SISTEMAS,"C M FERREIRA SISTEMAS ME"
270776,HIPERLINK-TELECOM,"Hiperlink Telecom LTDA"
270777,RGSUL-INTERNET-EIRELI,"RGSul Internet Eireli"
270778,NORTE-TELECOM,"NORTE TELECOM LTDA - ME"
270779,NETSHOW-TELECOMUMICACOES,"Netshow Telecomumicacoes"
270780,SOLUCOES-ULTRA,"SOLUCOES ULTRA"
270782,L2K-INFORMATICA,"L2K Informatica LTDA"
270783,ABN-TURBONET,"ABN TURBONET"
270784,LYVIO-MIRANDA-REIS-EIRELI,"LYVIO MIRANDA DOS REIS EIRELI"
270785,PRNET-PROVEDOR-INTERNET,"PRNET PROVEDOR DE INTERNET LTDA"
270786,CITYNET-COM-PROD,"CITYNET COM. DE PROD. DE INFORMATICA LTDA"
270787,CLICK-IP-DATA-CENTERS,"CLICK IP DATA CENTERS LTDA"
270788,PLAY-NET-PROVEDOR,"PLAY NET PROVEDOR DE INTERNET LTDA"
270789,SITELBRA,"SITELBRA LTDA"
270790,MEGALINK-TI-TELECOM,"MegaLink TI e Telecom LTDA"
270791,DNBA-INTERNET-FIBRA,"DNBA INTERNET FIBRA & SERVICOS LIMITADA"
270792,LUCIANO-COMIN-CARDOZO,"luciano comin cardozo-me"
270793,CONECTA-TELECOM,"CONECTA TELECOM LTDA"
270794,FTNET-SERVICOS-COMUNICACAO,"ftnet serviços comunicação multimídia"
270795,LD-TELECOM,"LD telecom"
270796,ENZEN-TELECOM,"ENZEN TELECOM LTDA"
270797,BRASIL-CLOUD-SERVICOS,"Brasil Cloud Servicos de Computacao em Nuvem Ltda"
270798,MICROCHIPNET-FIBRA-OPTICA,"Microchip.Net Fibra Optica"
270800,ROBERTO-VIEIRA-CRUZ,"ROBERTO VIEIRA DA CRUZ ME"
270801,SALVADOR-DIGITAL-ISP,"Salvador Digital ISP"
270803,COFIBER-MULTIMIDIA,"Cofiber Multimídia ltda"
270804,R-OLIVEIRA-COMUNICACOES,"R DE OLIVEIRA COMUNICACOES"
270805,AJF-TELECOM,"AJF TELECOM"
270806,LUCIANO-SCHIEFELBEIN-ELICKER,"LUCIANO SCHIEFELBEIN ELICKER & CIA LTDA - ME"
270807,BELLA-JANELA-IND,"Bella Janela Ind. de Cortinas Ltda"
270809,REINALDO-PEREIRA-SANTOS,"REINALDO PEREIRA DOS SANTOS"
270810,MI-CONECT-REDE,"Mi Conect Rede de Acesso as Comunicações LTDA"
270811,INFO-HOUSE-TELECOM,"INFO HOUSE TELECOM LTDA"
270812,RIZZINET-SOLUCOES-EM,"RizziNET Solucoes em Internet LTDA"
270813,INTERJOIN-TELECOMUNICACAO,"INTERJOIN TELECOMUNICAÇÃO LTDA"
270814,ZAAZ-PROVEDOR-INTERNET,"ZAAZ PROVEDOR DE INTERNET E TELECOMUNICACOES LTDA"
270815,ISP-PROVERNET-INFORMATICA,"ISP PROVERNET INFORMATICA LTDA - ME"
270816,ZAMTECH-COM-TELECOMUNICACOES,"ZAMTECH COM TELECOMUNICACOES LTDA"
270817,GIGANTE-NET-GROUP-INF,"Gigante Net Group Inf Ltda"
270818,NETCOM-TECHNOLOGIAS,"NETCOM TECHNOLOGIAS LTDA"
270819,SOS-INTERNET,"SOS Internet"
270820,COMPUNET-BRASIL-TELECOM,"COMPUNET DO BRASIL TELECOM LTDA"
270821,SARA-ONLINE-INFORMATICA,"SARA ONLINE INFORMATICA EIRELI - ME"
270822,C-SIDNEI-SANTOS,"C. SIDNEI DOS SANTOS - ME"
270823,LH-NET-TELECOMUNICACOES,"LH - NET - TELECOMUNICAÇÕES"
270824,ENX-SERVICES,"ENX Services"
270826,VELINK-INTERNET-BR,"VELiNK INTERNET BR"
270828,FULL-TELECOM,"Full Telecom LTDA"
270829,RODOLPHO-SILVA-BORGES-EIRELI,"RODOLPHO SILVA BORGES EIRELI"
270830,ZION-NET-COMERCIO,"ZION NET COMERCIO E SERVICOS LTDA"
270831,MURICI-NET,"MURICI NET"
270832,K-C-TELECOM,"K C TELECOM LTDA"
270833,DMS-COMUNICACAO,"DMS COMUNICACAO LTDA"
270834,3D-COIMBRA-TELECOMUNICACOES,"3D COIMBRA TELECOMUNICACOES EIRELI"
270836,NGS-NET-COMUNICACOES,"NGS NET COMUNICACOES MULTIMIDIA LTDA"
270837,IMARTECH-FIBRA,"Imartech Fibra"
270838,NEIDNET-TELECOMUNICACOES,"Neidnet Telecomunicações"
270839,WM-INTERNET,"WM INTERNET LTDA"
270840,EVSOLID,"EVSolid LTDA"
270841,NOVANET-MULTIMIDIA,"NOVANET MULTIMIDIA LTDA - ME"
270842,PORTAL-NET-INTERNET,"PORTAL NET INTERNET LTDA"
270843,FCPI-PROVEDORES-INTERNET,"FCPI PROVEDORES DE INTERNET EIRELI"
270844,AXION3-TELECOM,"AXION3 TELECOM LTDA"
270845,ARENA-TELECOM-SERVICOS,"Arena Telecom Serviços de Comunicações LTDA"
270846,DESTAK-NET-PROVEDOR,"DESTAK NET PROVEDOR DE INTERNET LTDA"
270847,A-R-BARROS,"A R BARROS - ME"
270848,NANUQUE-TELECOM,"NANUQUE TELECOM"
270849,VALMIR-LOPES-SOUZA,"VALMIR LOPES DE SOUZA"
270851,MGE-NETWORK-EIRELI,"MGE NETWORK EIRELI"
270852,ALEXSANDRO-MORAIS-CARNEIRO,"Alexsandro Morais Carneiro"
270853,STAYBOX-SERVICOS-HOSPEDAGEM,"STAYBOX SERVICOS DE HOSPEDAGEM NA INTERNET LTDA"
270854,MCL-SERVICOS-COMUNICACOES,"MCL SERVIÇOS E COMUNICAÇÕES LTDA"
270855,JZ-COSTA-SILVA,"J.Z COSTA SILVA ME"
270856,SAP-BRASIL,"SAP BRASIL LTDA"
270857,GF-SERVICOS-COMUNICACAO,"G.F. SERVICOS DE COMUNICACAO LTDA"
270858,DIAMANTINO-TELECOM-PROVEDOR,"Diamantino Telecom Provedor de Internet LTDA"
270859,VOEX-TELECOM,"VOEX TELECOM LTDA"
270860,MUNDIAL-CENTRAL-COMERCIO,"Mundial Central de Comércio e Serviços Eirelli"
270861,JF-TELECOM-SERV,"JF TELECOM SERV. TELECOMUNICAES LTDA"
270862,FERABRAZNET-COMENRCIO-SERV,"Ferabraznet Comenrcio e Serv. de Telecom. Ltda-ME"
270863,DRM-SERVICOS-TELECOMUNICACOES,"DRM SERVICOS DE TELECOMUNICACOES EIRELI -ME"
270864,NORMA-LUCIA-SILVA,"NORMA LUCIA DA SILVA ME"
270865,PW-FIBRA-OPTICA,"PW FIBRA OPTICA"
270866,MC-REBUSSI,"M.C REBUSSI E CIA LTDA"
270867,PERTO-NETWORK,"Perto Network"
270868,IP-TELECOM-SISTEMAS,"IP TELECOM E SISTEMAS LTDA"
270869,DIGI-FIBRA,"Digi Fibra"
270870,LINK-DIGITAL-TELECOM,"LINK DIGITAL TELECOM LTDA - ME"
270871,WPNET-TELECOM,"WPNET TELECOM"
270872,BENTO-BIDIO-DAS-NEVES,"BENTO BIDIO DAS NEVES"
270873,VISION-NET-TELECOMUNICACAO,"VISION NET TELECOMUNICAÇÃO LTDA"
270874,M-MENEIS-MIRANDA,"M A DE MENEIS MIRANDA LTDA"
270875,GLOBAL-SERVICOS-MANUTENCAO,"GLOBAL SERVIÇOS DE MANUTENÇÃO LTDA M.E"
270876,INNON-OPERADORA-SERVICOS,"INNON - OPERADORA DE SERVICOS MULTIMIDIA LTDA"
270877,INTERNETUP-TELECOMUNICACOES,"INTERNETUP TELECOMUNICAÇÕES LTDA"
270878,SPEEDNET-FIBRA,"SPEEDNET FIBRA"
270879,START-SERVICOS-TELECOMUNICACOES,"START SERVICOS & TELECOMUNICACOES LTDA"
270880,A-G-P-SILVA,"A G P DA SILVA ME"
270881,NETLINKNET-PROVEDOR-ACESSO,"Netlinknet provedor de acesso a internet eireli-me"
270882,GOFIBRA-TELECOM-SERVICOS,"GOFIBRA TELECOM SERVIÇOS E INTERNET"
270883,TRENDSYS,"TRENDSYS LTDA"
270884,VOUE,"VOUE LTDA"
270885,VITORIA-NET,"VITÓRIA NET"
270886,7NET-BANDA-LARGA,"7NET BANDA LARGA"
270887,LOCANET-TELECOMUNICACOES,"Locanet Telecomunicacoes LTDA"
270888,V8-TELECOM,"V8 Telecom LTDA"
270889,JK-NET,"JK NET LTDA"
270890,INFOTEC-NETWORKS,"INFOTEC NETWORKS"
270891,FERNANDES-SILVA-PROVEDOR,"Fernandes e Silva Provedor de Internet Ltda-Me"
270892,MANOEL-GOUVEIA-SILVA,"MANOEL GOUVEIA DA SILVA - ME"
270893,JAGUARNET-TELECOMUNICACAO,"JAGUARNET TELECOMUNICAÇÃO LTDA"
270894,V-MICALI-TELECOMUNICACOES,"V Micali Telecomunicacoes"
270895,CR-MARCILIO-PAZ,"C.R. MARCILIO PAZ - ME"
270896,CARIOCA-NET-SERVICOS,"CARIOCA NET SERVICOS DE TELECOMUNICACOES LTDA"
270897,SAFE-SMART-TREINAMENTO,"SAFE SMART TREINAMENTO CONSULTORIA E TELECOM LTDA"
270899,WORKSUL-TELECOM,"Worksul Telecom"
270900,BCNET-TELECOMUNICACOES,"BCNET TELECOMUNICACOES LTDA - ME"
270901,LIKER-TELECOMUNICACOES,"Liker Telecomunicacoes Ltda"
270902,R-H-PAULA,"R H DE PAULA - EPP"
270904,L-PINHEIRO-SOUZA-EIRELI,"L Pinheiro de Souza EIRELI"
270905,FAISER-TELECOMUNICACOES,"Faiser Telecomunicações"
270907,PLAY-SERVICO-VALOR,"PLAY SERVICO DE VALOR AGREGADO LTDA"
270908,LIKE-TELECOM,"LIKE TELECOM"
270909,ALVES-ALCANTARA,"ALVES E ALCANTARA LTDA"
270910,MULTI-SUPORTE-TELECOMUNICACOES,"MULTI SUPORTE TELECOMUNICAÇÕES LTDA - ME"
270912,MARCIO-HAUBRICHT-FILHO,"MARCIO HAUBRICHT FILHO ME"
270913,VOU-COMUNICAES,"VOU COMUNICAES LTDA"
270914,INFARAS-SERVICOS-EM,"INFARAS SERVICOS EM TELECOMUNICACOES LTDA"
270915,NOVA-WEB-TELECOM,"Nova Web Telecom"
270916,REDFIBER-TELECOMUNICACOES,"Redfiber Telecomunicações Ltda"
270917,SYSCOM-TELECOM,"Syscom Telecom"
270918,INSIDE-TECNOLOGIA-SERVICOS,"INSIDE TECNOLOGIA E SERVIÇOS LTDA"
270919,VIANET-TELECOM,"VIANET TELECOM LTDA"
270920,ASSOCIADOS-FERREIRA-TELECOMUNICACOES,"ASSOCIADOS FERREIRA TELECOMUNICACOES LTDA"
270921,CROSS-CONNECT-PROVEDOR,"CROSS CONNECT PROVEDOR"
270922,SMARTVELOX-INTERNET,"Smartvelox Internet"
270923,FENIX-BRASIL,"FENIX BRASIL"
270924,JPA-TELECOM,"JPA Telecom"
270925,FIBRAMAR-TELECOMUNICACOES,"Fibramar Telecomunicações Ltda"
270926,DT-CONNECT,"DT Connect"
270927,FUTURACONNECT-NETWORK,"FUTURACONNECT NETWORK LTDA"
270928,LINKED-WEB,"Linked Web"
270929,DINFO-SERVICOS-INTERNET,"DINFO SERVICOS DE INTERNET LTDA - ME"
270930,NIVEL-3-TELECOM,"NIVEL 3 TELECOM LTDA"
270931,NUV-BRASIL,"NUV BRASIL"
270932,IN9NET-SERVICOS-TECNOLOGIA,"IN9NET SERVICOS DE TECNOLOGIA EIRELI"
270933,TRANSTEL-TELECOMUNICACOES-SISTEMA,"TRANSTEL TELECOMUNICAÇÕES E SISTEMA LTDA"
270934,SILVA,"Silva de Sá Informática LTDA"
270935,E-SANTOS-NASCIMENTO,"E SANTOS NASCIMENTO PROVEDOR DE INTERNET"
270936,GTBA-TELECOM,"GTBA TELECOM LTDA ME"
270937,SALAZAR-SALAZAR,"SALAZAR & SALAZAR LTDA - ME"
270938,SAT-TELECOM-CONSULTORIA,"SAT TELECOM E CONSULTORIA EM TI Ltda"
270939,2MM2-SERVICOS-TELECOMUNICACOES,"2MM2 SERVIÇOS DE TELECOMUNICAÇOES"
270940,VELOXFIBRA-TELECOM,"VeloxFibra Telecom"
270941,QUEIROZ-CAVALCANTE-TELECOMUNICACOES,"QUEIROZ & CAVALCANTE TELECOMUNICACOES LTDA"
270942,GLINK-TELECOMUNICACAO,"GLINK TELECOMUNICAÇÃO LTDA"
270943,FIBINET-NETWORKS-TELECOMUNICACOES,"FIBINET NETWORKS TELECOMUNICACOES LTDA"
270944,MEGA-DAT-INFORMATICA-TELECOM,"MEGA DAT INFORMÁTICA E TELECOM"
270945,WLNET-PROVEDOR-INTERNET,"WLNET PROVEDOR DE INTERNET FRANCA LTDA"
270946,ULTRANET-PROVEDOR-CUSTODIA,"ULTRANET PROVEDOR CUSTODIA LTDA"
270947,VC-CARVALHO-TELECOMUNICACOES,"Vc de carvalho telecomunicações"
270948,FONTANA-FLECK,"Fontana e Fleck Ltda"
270949,VELLO-SERVICOS-TELECOMUNICACOES,"Vello Servicos de Telecomunicacoes Ltda"
270950,VIALUX-INTERNET-BANDA,"VIALUX INTERNET BANDA LARGA LTDA"
270951,PAULO-MARQUES-ARAUJO,"PAULO MARQUES DE ARAUJO - ME"
270952,PREFEITURA-MUNICIPAL-SAO,"PREFEITURA MUNICIPAL DE SAO GONCALO"
270953,IDL-TELECOMUNICACOES,"IDL Telecomunicações LTDA"
270954,FELIPE-C-FREITAS,"FELIPE C DE FREITAS SOLUCOES EM TECNOLOGIA"
270955,LINK-DIGITAL-SOLUCOES,"LINK DIGITAL SOLUCOES EM INTERNET LTDA"
270956,LG-CONSULTORIA-EM,"LG Consultoria em Administração em Tecnologia Ltda"
270957,CONNECT-HOUSE,"CONNECT HOUSE"
270959,WIX-TELECOM-BRASIL,"WIX TELECOM DO BRASIL LTDA"
270960,I7TELECOM-INTERNET-RIO,"I7TELECOM INTERNET RIO PRETO EIRELI"
270961,SIM-INTERNET-PROVEDORES,"SIM INTERNET PROVEDORES DE INTERNET EIRELI"
270962,NETICO-TELECOMUNICACAO,"NETICO TELECOMUNICAÇÃO LTDA"
270963,CANDIBANET,"CANDIBANET LTDA"
270964,C-R-C-C-INTERNET,"(Plugar Internet) C&R C. C. E INTERNET LTDA"
270965,NET-MIX,"NET MIX LTDA - ME"
270966,4W-NET-ES,"4W NET ES TELECOMUNICACOES LTDA"
270967,T-S-MONTENEGRO,"T S MONTENEGRO SERVICOS DE TI LTDA"
270968,JCFW-TELECOMUNICACOES,"JCFW TELECOMUNICACOES LTDA"
270969,CARVALHO-DUARTE-TELECOM,"CARVALHO & DUARTE TELECOM LTDA ME"
270970,EMMANUEL-HERCULANO-PESSOA,"EMMANUEL HERCULANO PESSOA & CIA LTDA"
270971,VIEIRA-SALMIM,"Vieira & Salmim Ltda - Me"
270972,NET-ONE-TELECOM,"NET ONE TELECOM LTDA - ME"
270973,ZERBINATTI-SANTOS-MULTIMIDIA,"ZERBINATTI & SANTOS MULTIMIDIA LTDA"
270975,EDSON-BIONDO,"Edson Biondo & Cia Ltda"
270976,FOX-NET-FS,"FOX NET FS"
270977,OPTIMUS-NETWORK-EIRELI,"OPTIMUS NETWORK EIRELI - ME"
270978,ONLINK-TELECOM,"ONLINK TELECOM LTDA"
270979,GIPTELECOM-TELECOMUNICACAO-TECNOLOGIA,"GIPTELECOM TELECOMUNICACAO E TECNOLOGIA DA INFORMA"
270980,NATAL-CONECT,"Natal Conect Ltda"
270981,LEANDRO-VIEIRA-PINHEIRO,"Leandro Vieira Pinheiro - ME"
270982,SENA-SANTOS,"SENA E SANTOS LTDA-ME"
270983,PNZ-NET-SERV,"PNZ NET SERV. DE COMUNICAÇÃO E MULTIMÍDIA EIRELI"
270984,MVM-PINTO-COMERCIO,"MVM PINTO COMERCIO E SERVICOS ME"
270985,NETSEG-INTERNET-EIRELI,"NETSEG INTERNET EIRELI"
270986,KHROMOS-NET-SERVICOS,"Khromos Net Servicos de Comunicacao LTDA"
270987,N-J-SANTOS-SANTANA,"N. J. DOS SANTOS SANTANA - ME"
270988,HOTLAN-TELECOM,"HOTLAN TELECOM"
270989,IP-TELECOMUNICACOES,"IP Telecomunicacoes LTDA"
270990,OZIEL-AUGUSTO-SILVA,"OZIEL AUGUSTO DA SILVA 3577327685"
270991,NAVEGAWEB-TELECOMUNICACOES,"NAVEGAWEB TELECOMUNICACOES LTDA"
270992,SAMUEL-BARROS-COMUNICACAO,"SAMUEL BARROS COMUNICACAO MULTIMIDIA SCM"
270993,EDILDE-MENEZES-NORONHA,"edilde menezes noronha"
270994,LEOMAX-TELECOM,"LeoMax Telecom"
270995,ADELINA-SOUSA-SILVA-FERREIRA,"Adelina de Sousa Silva Ferreira"
270996,LINK-PRIME-TECNOLOGIA,"LINK PRIME TECNOLOGIA"
270997,F-L-L-SOUSA,"F L L de Sousa ME"
270998,GEHLING-MULLING,"Gehling & Mulling Ltda"
270999,INFONET-RIO,"INFONET RIO"
271000,MM-NET,"MM NET"
271001,YEPNET-TECNOLOGIA-EIRELI,"Yepnet Tecnologia Eireli"
271002,TURBO-NET-TELECOMUNICACOES,"TURBO NET TELECOMUNICAÇÕES"
271003,ALTONET-TELECOM,"ALTONET TELECOM"
271004,NETSKY-PROVEDOR-INTERNET,"NETSKY PROVEDOR DE INTERNET LTDA"
271005,K-P-SILVA-TELECOM,"K P SILVA TELECOM"
271006,HASC-TELECOM,"HASC TELECOM LTDA - EPP"
271007,FRANCINE-TALLIS-LOURENZONI,"FRANCINE TALLIS LOURENZONI RIBEIRO INFORMATICA"
271008,RSCONNECTION-TELECOM-COMERCIO,"RSCONNECTION TELECOM COMERCIO E SERVIÇO LTDA - ME"
271010,TOTALNET-PROVEDOR,"TotalNet Provedor"
271011,SPEDYNET-TELECOM,"SpedyNet Telecom"
271012,GSMNET-TELECOMUNICACOES-INSTALACAO,"GSMNET TELECOMUNICAÇÕES E INSTALAÇÃO ELÉTRICA LTDA"
271013,MP-NET-TELECOM,"MP NET TELECOM"
271014,MDN-NETWORK,"MDN Network"
271015,NET-LESSA-SERVICOS,"NET LESSA SERVICOS"
271016,G-NETWEB-TELECOM,"G NETWEB TELECOM LTDA - ME"
271017,AMAZONFIBER-SERVICOS-COMUNICACAO,"AMAZONFIBER SERVICOS DE COMUNICACAO LTDA"
271018,UNIVERSAL-NET-SERVICOS,"Universal Net - Serviços de Comunicação Mult LTDA"
271019,GIGA-NET-INFORMATICA,"GIGA NET INFORMATICA LTDA"
271020,ADRIANOPOLIS-SOLUCAO-TECNOLOGICA,"Adrianópolis Solução Tecnologica Ltda"
271021,SOFTNET-COMUNICACOES-EIRELI,"SOFTNET COMUNICAÇÕES EIRELI"
271022,UNIKA-ISP-SERVICOS,"UNIKA ISP SERVIÇOS DE COMUNICAÇÃO LTDA"
271023,TERA-SOLUCOES,"TERA SOLUCOES"
271024,WLNET-TELECON,"WLNET TELECON"
271025,FLASHNET-PROVEDOR-LTDAME,"FLASHNET PROVEDOR LTDA.ME"
271026,DANILO-ANOENA-COSTA,"DANILO ANOENA DA COSTA MENINO EIRELI"
271027,SUL-TELECOMUNICACOES-BRASIL,"SUL TELECOMUNICACOES DO BRASIL LTDA"
271028,LASERNET-TELECOM,"LASERNET TELECOM"
271029,ESTADO-RORAIMA,"Estado de Roraima"
271030,ULTRALINK-TECNOLOGIAS,"ULTRALINK TECNOLOGIAS"
271031,PTI-TELECOMUNICACOES-EIRELI,"PTI TELECOMUNICACOES EIRELI"
271032,ATS-TELECOM,"ATS Telecom"
271033,FLAY-NET-TELECOM,"FLAY NET TELECOM"
271034,GM-TELECOM,"GM Telecom LTDA"
